,id,date,store_nbr,family,sales,onpromotion
447283,447283,2013-09-09,1,BABY CARE,0.0,0
447284,447284,2013-09-09,1,BEAUTY,2.0,0
447285,447285,2013-09-09,1,BEVERAGES,799.0,0
447286,447286,2013-09-09,1,BOOKS,0.0,0
449064,449064,2013-09-10,1,AUTOMOTIVE,1.0,0
449065,449065,2013-09-10,1,BABY CARE,0.0,0
449066,449066,2013-09-10,1,BEAUTY,0.0,0
449067,449067,2013-09-10,1,BEVERAGES,818.0,0
449068,449068,2013-09-10,1,BOOKS,0.0,0
450846,450846,2013-09-11,1,AUTOMOTIVE,4.0,0
450847,450847,2013-09-11,1,BABY CARE,0.0,0
450848,450848,2013-09-11,1,BEAUTY,4.0,0
450849,450849,2013-09-11,1,BEVERAGES,962.0,0
450850,450850,2013-09-11,1,BOOKS,0.0,0
452628,452628,2013-09-12,1,AUTOMOTIVE,9.0,0
452629,452629,2013-09-12,1,BABY CARE,0.0,0
452630,452630,2013-09-12,1,BEAUTY,3.0,0
452631,452631,2013-09-12,1,BEVERAGES,934.0,0
452632,452632,2013-09-12,1,BOOKS,0.0,0
454410,454410,2013-09-13,1,AUTOMOTIVE,3.0,0
454411,454411,2013-09-13,1,BABY CARE,0.0,0
454412,454412,2013-09-13,1,BEAUTY,3.0,0
454413,454413,2013-09-13,1,BEVERAGES,784.0,0
454414,454414,2013-09-13,1,BOOKS,0.0,0
456192,456192,2013-09-14,1,AUTOMOTIVE,4.0,0
456193,456193,2013-09-14,1,BABY CARE,0.0,0
456194,456194,2013-09-14,1,BEAUTY,2.0,0
456195,456195,2013-09-14,1,BEVERAGES,1180.0,0
456196,456196,2013-09-14,1,BOOKS,0.0,0
457974,457974,2013-09-15,1,AUTOMOTIVE,0.0,0
457975,457975,2013-09-15,1,BABY CARE,0.0,0
457976,457976,2013-09-15,1,BEAUTY,2.0,0
457977,457977,2013-09-15,1,BEVERAGES,447.0,0
457978,457978,2013-09-15,1,BOOKS,0.0,0
459756,459756,2013-09-16,1,AUTOMOTIVE,1.0,0
459757,459757,2013-09-16,1,BABY CARE,0.0,0
459758,459758,2013-09-16,1,BEAUTY,1.0,0
459759,459759,2013-09-16,1,BEVERAGES,971.0,0
459760,459760,2013-09-16,1,BOOKS,0.0,0
461538,461538,2013-09-17,1,AUTOMOTIVE,0.0,0
461539,461539,2013-09-17,1,BABY CARE,0.0,0
461540,461540,2013-09-17,1,BEAUTY,1.0,0
461541,461541,2013-09-17,1,BEVERAGES,764.0,0
461542,461542,2013-09-17,1,BOOKS,0.0,0
463320,463320,2013-09-18,1,AUTOMOTIVE,0.0,0
463321,463321,2013-09-18,1,BABY CARE,0.0,0
463322,463322,2013-09-18,1,BEAUTY,0.0,0
463323,463323,2013-09-18,1,BEVERAGES,827.0,0
463324,463324,2013-09-18,1,BOOKS,0.0,0
465102,465102,2013-09-19,1,AUTOMOTIVE,2.0,0
465103,465103,2013-09-19,1,BABY CARE,0.0,0
465104,465104,2013-09-19,1,BEAUTY,0.0,0
465105,465105,2013-09-19,1,BEVERAGES,848.0,0
465106,465106,2013-09-19,1,BOOKS,0.0,0
466884,466884,2013-09-20,1,AUTOMOTIVE,5.0,0
466885,466885,2013-09-20,1,BABY CARE,0.0,0
466886,466886,2013-09-20,1,BEAUTY,1.0,0
466887,466887,2013-09-20,1,BEVERAGES,913.0,0
466888,466888,2013-09-20,1,BOOKS,0.0,0
468666,468666,2013-09-21,1,AUTOMOTIVE,2.0,0
468667,468667,2013-09-21,1,BABY CARE,0.0,0
468668,468668,2013-09-21,1,BEAUTY,2.0,0
468669,468669,2013-09-21,1,BEVERAGES,1034.0,0
468670,468670,2013-09-21,1,BOOKS,0.0,0
470448,470448,2013-09-22,1,AUTOMOTIVE,1.0,0
470449,470449,2013-09-22,1,BABY CARE,0.0,0
470450,470450,2013-09-22,1,BEAUTY,1.0,0
470451,470451,2013-09-22,1,BEVERAGES,469.0,0
470452,470452,2013-09-22,1,BOOKS,0.0,0
472230,472230,2013-09-23,1,AUTOMOTIVE,1.0,0
472231,472231,2013-09-23,1,BABY CARE,0.0,0
472232,472232,2013-09-23,1,BEAUTY,2.0,0
472233,472233,2013-09-23,1,BEVERAGES,968.0,0
472234,472234,2013-09-23,1,BOOKS,0.0,0
474012,474012,2013-09-24,1,AUTOMOTIVE,1.0,0
474013,474013,2013-09-24,1,BABY CARE,0.0,0
474014,474014,2013-09-24,1,BEAUTY,3.0,0
474015,474015,2013-09-24,1,BEVERAGES,896.0,0
474016,474016,2013-09-24,1,BOOKS,0.0,0
475794,475794,2013-09-25,1,AUTOMOTIVE,4.0,0
475795,475795,2013-09-25,1,BABY CARE,0.0,0
475796,475796,2013-09-25,1,BEAUTY,1.0,0
475797,475797,2013-09-25,1,BEVERAGES,1058.0,0
475798,475798,2013-09-25,1,BOOKS,0.0,0
477576,477576,2013-09-26,1,AUTOMOTIVE,1.0,0
477577,477577,2013-09-26,1,BABY CARE,0.0,0
477578,477578,2013-09-26,1,BEAUTY,3.0,0
477579,477579,2013-09-26,1,BEVERAGES,1104.0,0
477580,477580,2013-09-26,1,BOOKS,0.0,0
479358,479358,2013-09-27,1,AUTOMOTIVE,0.0,0
479359,479359,2013-09-27,1,BABY CARE,0.0,0
479360,479360,2013-09-27,1,BEAUTY,1.0,0
479361,479361,2013-09-27,1,BEVERAGES,1025.0,0
479362,479362,2013-09-27,1,BOOKS,0.0,0
481140,481140,2013-09-28,1,AUTOMOTIVE,2.0,0
481141,481141,2013-09-28,1,BABY CARE,0.0,0
481142,481142,2013-09-28,1,BEAUTY,4.0,0
481143,481143,2013-09-28,1,BEVERAGES,1048.0,0
481144,481144,2013-09-28,1,BOOKS,0.0,0
482922,482922,2013-09-29,1,AUTOMOTIVE,1.0,0
482923,482923,2013-09-29,1,BABY CARE,0.0,0
482924,482924,2013-09-29,1,BEAUTY,1.0,0
482925,482925,2013-09-29,1,BEVERAGES,470.0,0
482926,482926,2013-09-29,1,BOOKS,0.0,0
484704,484704,2013-09-30,1,AUTOMOTIVE,5.0,0
484705,484705,2013-09-30,1,BABY CARE,0.0,0
484706,484706,2013-09-30,1,BEAUTY,2.0,0
484707,484707,2013-09-30,1,BEVERAGES,1001.0,0
484708,484708,2013-09-30,1,BOOKS,0.0,0
486486,486486,2013-10-01,1,AUTOMOTIVE,1.0,0
486487,486487,2013-10-01,1,BABY CARE,0.0,0
486488,486488,2013-10-01,1,BEAUTY,3.0,0
486489,486489,2013-10-01,1,BEVERAGES,947.0,0
486490,486490,2013-10-01,1,BOOKS,0.0,0
488268,488268,2013-10-02,1,AUTOMOTIVE,5.0,0
488269,488269,2013-10-02,1,BABY CARE,0.0,0
488270,488270,2013-10-02,1,BEAUTY,1.0,0
488271,488271,2013-10-02,1,BEVERAGES,1285.0,0
488272,488272,2013-10-02,1,BOOKS,0.0,0
490050,490050,2013-10-03,1,AUTOMOTIVE,0.0,0
490051,490051,2013-10-03,1,BABY CARE,0.0,0
490052,490052,2013-10-03,1,BEAUTY,2.0,0
490053,490053,2013-10-03,1,BEVERAGES,842.0,0
490054,490054,2013-10-03,1,BOOKS,0.0,0
491832,491832,2013-10-04,1,AUTOMOTIVE,4.0,0
491833,491833,2013-10-04,1,BABY CARE,0.0,0
491834,491834,2013-10-04,1,BEAUTY,4.0,0
491835,491835,2013-10-04,1,BEVERAGES,1162.0,0
491836,491836,2013-10-04,1,BOOKS,0.0,0
493614,493614,2013-10-05,1,AUTOMOTIVE,1.0,0
493615,493615,2013-10-05,1,BABY CARE,0.0,0
493616,493616,2013-10-05,1,BEAUTY,1.0,0
493617,493617,2013-10-05,1,BEVERAGES,1068.0,0
493618,493618,2013-10-05,1,BOOKS,0.0,0
495396,495396,2013-10-06,1,AUTOMOTIVE,1.0,0
495397,495397,2013-10-06,1,BABY CARE,0.0,0
495398,495398,2013-10-06,1,BEAUTY,0.0,0
495399,495399,2013-10-06,1,BEVERAGES,393.0,0
495400,495400,2013-10-06,1,BOOKS,0.0,0
497178,497178,2013-10-07,1,AUTOMOTIVE,0.0,0
497179,497179,2013-10-07,1,BABY CARE,0.0,0
497180,497180,2013-10-07,1,BEAUTY,0.0,0
497181,497181,2013-10-07,1,BEVERAGES,956.0,0
497182,497182,2013-10-07,1,BOOKS,0.0,0
498960,498960,2013-10-08,1,AUTOMOTIVE,0.0,0
498961,498961,2013-10-08,1,BABY CARE,0.0,0
498962,498962,2013-10-08,1,BEAUTY,2.0,0
498963,498963,2013-10-08,1,BEVERAGES,971.0,0
498964,498964,2013-10-08,1,BOOKS,0.0,0
500742,500742,2013-10-09,1,AUTOMOTIVE,5.0,0
500743,500743,2013-10-09,1,BABY CARE,0.0,0
500744,500744,2013-10-09,1,BEAUTY,0.0,0
500745,500745,2013-10-09,1,BEVERAGES,913.0,0
500746,500746,2013-10-09,1,BOOKS,0.0,0
502524,502524,2013-10-10,1,AUTOMOTIVE,1.0,0
502525,502525,2013-10-10,1,BABY CARE,0.0,0
502526,502526,2013-10-10,1,BEAUTY,1.0,0
502527,502527,2013-10-10,1,BEVERAGES,984.0,0
502528,502528,2013-10-10,1,BOOKS,0.0,0
504306,504306,2013-10-11,1,AUTOMOTIVE,0.0,0
504307,504307,2013-10-11,1,BABY CARE,0.0,0
504308,504308,2013-10-11,1,BEAUTY,2.0,0
504309,504309,2013-10-11,1,BEVERAGES,539.0,0
504310,504310,2013-10-11,1,BOOKS,0.0,0
506088,506088,2013-10-12,1,AUTOMOTIVE,4.0,0
506089,506089,2013-10-12,1,BABY CARE,0.0,0
506090,506090,2013-10-12,1,BEAUTY,2.0,0
506091,506091,2013-10-12,1,BEVERAGES,752.0,0
506092,506092,2013-10-12,1,BOOKS,0.0,0
507870,507870,2013-10-13,1,AUTOMOTIVE,0.0,0
507871,507871,2013-10-13,1,BABY CARE,0.0,0
507872,507872,2013-10-13,1,BEAUTY,2.0,0
507873,507873,2013-10-13,1,BEVERAGES,472.0,0
507874,507874,2013-10-13,1,BOOKS,0.0,0
509652,509652,2013-10-14,1,AUTOMOTIVE,1.0,0
509653,509653,2013-10-14,1,BABY CARE,0.0,0
509654,509654,2013-10-14,1,BEAUTY,0.0,0
509655,509655,2013-10-14,1,BEVERAGES,926.0,0
509656,509656,2013-10-14,1,BOOKS,0.0,0
511434,511434,2013-10-15,1,AUTOMOTIVE,1.0,0
511435,511435,2013-10-15,1,BABY CARE,0.0,0
511436,511436,2013-10-15,1,BEAUTY,2.0,0
511437,511437,2013-10-15,1,BEVERAGES,725.0,0
511438,511438,2013-10-15,1,BOOKS,0.0,0
513216,513216,2013-10-16,1,AUTOMOTIVE,3.0,0
513217,513217,2013-10-16,1,BABY CARE,0.0,0
513218,513218,2013-10-16,1,BEAUTY,0.0,0
513219,513219,2013-10-16,1,BEVERAGES,884.0,0
513220,513220,2013-10-16,1,BOOKS,0.0,0
514998,514998,2013-10-17,1,AUTOMOTIVE,3.0,0
514999,514999,2013-10-17,1,BABY CARE,0.0,0
515000,515000,2013-10-17,1,BEAUTY,3.0,0
515001,515001,2013-10-17,1,BEVERAGES,897.0,0
515002,515002,2013-10-17,1,BOOKS,0.0,0
516780,516780,2013-10-18,1,AUTOMOTIVE,2.0,0
516781,516781,2013-10-18,1,BABY CARE,0.0,0
516782,516782,2013-10-18,1,BEAUTY,1.0,0
516783,516783,2013-10-18,1,BEVERAGES,932.0,0
516784,516784,2013-10-18,1,BOOKS,0.0,0
518562,518562,2013-10-19,1,AUTOMOTIVE,1.0,0
518563,518563,2013-10-19,1,BABY CARE,0.0,0
518564,518564,2013-10-19,1,BEAUTY,3.0,0
518565,518565,2013-10-19,1,BEVERAGES,981.0,0
518566,518566,2013-10-19,1,BOOKS,0.0,0
520344,520344,2013-10-20,1,AUTOMOTIVE,1.0,0
520345,520345,2013-10-20,1,BABY CARE,0.0,0
520346,520346,2013-10-20,1,BEAUTY,3.0,0
520347,520347,2013-10-20,1,BEVERAGES,455.0,0
520348,520348,2013-10-20,1,BOOKS,0.0,0
522126,522126,2013-10-21,1,AUTOMOTIVE,1.0,0
522127,522127,2013-10-21,1,BABY CARE,0.0,0
522128,522128,2013-10-21,1,BEAUTY,2.0,0
522129,522129,2013-10-21,1,BEVERAGES,1030.0,0
522130,522130,2013-10-21,1,BOOKS,0.0,0
523908,523908,2013-10-22,1,AUTOMOTIVE,7.0,0
523909,523909,2013-10-22,1,BABY CARE,0.0,0
523910,523910,2013-10-22,1,BEAUTY,2.0,0
523911,523911,2013-10-22,1,BEVERAGES,801.0,0
523912,523912,2013-10-22,1,BOOKS,0.0,0
525690,525690,2013-10-23,1,AUTOMOTIVE,1.0,0
525691,525691,2013-10-23,1,BABY CARE,0.0,0
525692,525692,2013-10-23,1,BEAUTY,1.0,0
525693,525693,2013-10-23,1,BEVERAGES,835.0,0
525694,525694,2013-10-23,1,BOOKS,0.0,0
527472,527472,2013-10-24,1,AUTOMOTIVE,2.0,0
527473,527473,2013-10-24,1,BABY CARE,0.0,0
527474,527474,2013-10-24,1,BEAUTY,1.0,0
527475,527475,2013-10-24,1,BEVERAGES,816.0,0
527476,527476,2013-10-24,1,BOOKS,0.0,0
529254,529254,2013-10-25,1,AUTOMOTIVE,2.0,0
529255,529255,2013-10-25,1,BABY CARE,0.0,0
529256,529256,2013-10-25,1,BEAUTY,3.0,0
529257,529257,2013-10-25,1,BEVERAGES,900.0,0
529258,529258,2013-10-25,1,BOOKS,0.0,0
531036,531036,2013-10-26,1,AUTOMOTIVE,1.0,0
531037,531037,2013-10-26,1,BABY CARE,0.0,0
531038,531038,2013-10-26,1,BEAUTY,3.0,0
531039,531039,2013-10-26,1,BEVERAGES,967.0,0
531040,531040,2013-10-26,1,BOOKS,0.0,0
532818,532818,2013-10-27,1,AUTOMOTIVE,0.0,0
532819,532819,2013-10-27,1,BABY CARE,0.0,0
532820,532820,2013-10-27,1,BEAUTY,0.0,0
532821,532821,2013-10-27,1,BEVERAGES,424.0,0
532822,532822,2013-10-27,1,BOOKS,0.0,0
534600,534600,2013-10-28,1,AUTOMOTIVE,0.0,0
534601,534601,2013-10-28,1,BABY CARE,0.0,0
534602,534602,2013-10-28,1,BEAUTY,1.0,0
534603,534603,2013-10-28,1,BEVERAGES,902.0,0
534604,534604,2013-10-28,1,BOOKS,0.0,0
536382,536382,2013-10-29,1,AUTOMOTIVE,4.0,0
536383,536383,2013-10-29,1,BABY CARE,0.0,0
536384,536384,2013-10-29,1,BEAUTY,4.0,0
536385,536385,2013-10-29,1,BEVERAGES,890.0,0
536386,536386,2013-10-29,1,BOOKS,0.0,0
538164,538164,2013-10-30,1,AUTOMOTIVE,2.0,0
538165,538165,2013-10-30,1,BABY CARE,0.0,0
538166,538166,2013-10-30,1,BEAUTY,3.0,0
538167,538167,2013-10-30,1,BEVERAGES,830.0,0
538168,538168,2013-10-30,1,BOOKS,0.0,0
539946,539946,2013-10-31,1,AUTOMOTIVE,0.0,0
539947,539947,2013-10-31,1,BABY CARE,0.0,0
539948,539948,2013-10-31,1,BEAUTY,2.0,0
539949,539949,2013-10-31,1,BEVERAGES,764.0,0
539950,539950,2013-10-31,1,BOOKS,0.0,0
541728,541728,2013-11-01,1,AUTOMOTIVE,3.0,0
541729,541729,2013-11-01,1,BABY CARE,0.0,0
541730,541730,2013-11-01,1,BEAUTY,0.0,0
541731,541731,2013-11-01,1,BEVERAGES,990.0,0
541732,541732,2013-11-01,1,BOOKS,0.0,0
543510,543510,2013-11-02,1,AUTOMOTIVE,4.0,0
543511,543511,2013-11-02,1,BABY CARE,0.0,0
543512,543512,2013-11-02,1,BEAUTY,2.0,0
543513,543513,2013-11-02,1,BEVERAGES,1030.0,0
543514,543514,2013-11-02,1,BOOKS,0.0,0
545292,545292,2013-11-03,1,AUTOMOTIVE,2.0,0
545293,545293,2013-11-03,1,BABY CARE,0.0,0
545294,545294,2013-11-03,1,BEAUTY,5.0,0
545295,545295,2013-11-03,1,BEVERAGES,441.0,0
545296,545296,2013-11-03,1,BOOKS,0.0,0
547074,547074,2013-11-04,1,AUTOMOTIVE,5.0,0
547075,547075,2013-11-04,1,BABY CARE,0.0,0
547076,547076,2013-11-04,1,BEAUTY,3.0,0
547077,547077,2013-11-04,1,BEVERAGES,1002.0,0
547078,547078,2013-11-04,1,BOOKS,0.0,0
548856,548856,2013-11-05,1,AUTOMOTIVE,1.0,0
548857,548857,2013-11-05,1,BABY CARE,0.0,0
548858,548858,2013-11-05,1,BEAUTY,1.0,0
548859,548859,2013-11-05,1,BEVERAGES,853.0,0
548860,548860,2013-11-05,1,BOOKS,0.0,0
550638,550638,2013-11-06,1,AUTOMOTIVE,3.0,0
550639,550639,2013-11-06,1,BABY CARE,0.0,0
550640,550640,2013-11-06,1,BEAUTY,1.0,0
550641,550641,2013-11-06,1,BEVERAGES,1009.0,0
550642,550642,2013-11-06,1,BOOKS,0.0,0
552420,552420,2013-11-07,1,AUTOMOTIVE,2.0,0
552421,552421,2013-11-07,1,BABY CARE,0.0,0
552422,552422,2013-11-07,1,BEAUTY,2.0,0
552423,552423,2013-11-07,1,BEVERAGES,901.0,0
552424,552424,2013-11-07,1,BOOKS,0.0,0
554202,554202,2013-11-08,1,AUTOMOTIVE,5.0,0
554203,554203,2013-11-08,1,BABY CARE,0.0,0
554204,554204,2013-11-08,1,BEAUTY,3.0,0
554205,554205,2013-11-08,1,BEVERAGES,1088.0,0
554206,554206,2013-11-08,1,BOOKS,0.0,0
555984,555984,2013-11-09,1,AUTOMOTIVE,2.0,0
555985,555985,2013-11-09,1,BABY CARE,0.0,0
555986,555986,2013-11-09,1,BEAUTY,1.0,0
555987,555987,2013-11-09,1,BEVERAGES,940.0,0
555988,555988,2013-11-09,1,BOOKS,0.0,0
557766,557766,2013-11-10,1,AUTOMOTIVE,1.0,0
557767,557767,2013-11-10,1,BABY CARE,0.0,0
557768,557768,2013-11-10,1,BEAUTY,1.0,0
557769,557769,2013-11-10,1,BEVERAGES,430.0,0
557770,557770,2013-11-10,1,BOOKS,0.0,0
559548,559548,2013-11-11,1,AUTOMOTIVE,0.0,0
559549,559549,2013-11-11,1,BABY CARE,0.0,0
559550,559550,2013-11-11,1,BEAUTY,1.0,0
559551,559551,2013-11-11,1,BEVERAGES,835.0,0
559552,559552,2013-11-11,1,BOOKS,0.0,0
561330,561330,2013-11-12,1,AUTOMOTIVE,1.0,0
561331,561331,2013-11-12,1,BABY CARE,0.0,0
561332,561332,2013-11-12,1,BEAUTY,1.0,0
561333,561333,2013-11-12,1,BEVERAGES,819.0,0
561334,561334,2013-11-12,1,BOOKS,0.0,0
563112,563112,2013-11-13,1,AUTOMOTIVE,3.0,0
563113,563113,2013-11-13,1,BABY CARE,0.0,0
563114,563114,2013-11-13,1,BEAUTY,2.0,0
563115,563115,2013-11-13,1,BEVERAGES,1148.0,0
563116,563116,2013-11-13,1,BOOKS,0.0,0
564894,564894,2013-11-14,1,AUTOMOTIVE,1.0,0
564895,564895,2013-11-14,1,BABY CARE,0.0,0
564896,564896,2013-11-14,1,BEAUTY,1.0,0
564897,564897,2013-11-14,1,BEVERAGES,922.0,0
564898,564898,2013-11-14,1,BOOKS,0.0,0
566676,566676,2013-11-15,1,AUTOMOTIVE,4.0,0
566677,566677,2013-11-15,1,BABY CARE,0.0,0
566678,566678,2013-11-15,1,BEAUTY,3.0,0
566679,566679,2013-11-15,1,BEVERAGES,899.0,0
566680,566680,2013-11-15,1,BOOKS,0.0,0
568458,568458,2013-11-16,1,AUTOMOTIVE,1.0,0
568459,568459,2013-11-16,1,BABY CARE,0.0,0
568460,568460,2013-11-16,1,BEAUTY,4.0,0
568461,568461,2013-11-16,1,BEVERAGES,971.0,0
568462,568462,2013-11-16,1,BOOKS,0.0,0
570240,570240,2013-11-17,1,AUTOMOTIVE,0.0,0
570241,570241,2013-11-17,1,BABY CARE,0.0,0
570242,570242,2013-11-17,1,BEAUTY,2.0,0
570243,570243,2013-11-17,1,BEVERAGES,363.0,0
570244,570244,2013-11-17,1,BOOKS,0.0,0
572022,572022,2013-11-18,1,AUTOMOTIVE,1.0,0
572023,572023,2013-11-18,1,BABY CARE,0.0,0
572024,572024,2013-11-18,1,BEAUTY,4.0,0
572025,572025,2013-11-18,1,BEVERAGES,901.0,0
572026,572026,2013-11-18,1,BOOKS,0.0,0
573804,573804,2013-11-19,1,AUTOMOTIVE,4.0,0
573805,573805,2013-11-19,1,BABY CARE,0.0,0
573806,573806,2013-11-19,1,BEAUTY,1.0,0
573807,573807,2013-11-19,1,BEVERAGES,1019.0,0
573808,573808,2013-11-19,1,BOOKS,0.0,0
575586,575586,2013-11-20,1,AUTOMOTIVE,6.0,0
575587,575587,2013-11-20,1,BABY CARE,0.0,0
575588,575588,2013-11-20,1,BEAUTY,1.0,0
575589,575589,2013-11-20,1,BEVERAGES,1027.0,0
575590,575590,2013-11-20,1,BOOKS,0.0,0
577368,577368,2013-11-21,1,AUTOMOTIVE,3.0,0
577369,577369,2013-11-21,1,BABY CARE,0.0,0
577370,577370,2013-11-21,1,BEAUTY,3.0,0
577371,577371,2013-11-21,1,BEVERAGES,791.0,0
577372,577372,2013-11-21,1,BOOKS,0.0,0
579150,579150,2013-11-22,1,AUTOMOTIVE,2.0,0
579151,579151,2013-11-22,1,BABY CARE,0.0,0
579152,579152,2013-11-22,1,BEAUTY,1.0,0
579153,579153,2013-11-22,1,BEVERAGES,834.0,0
579154,579154,2013-11-22,1,BOOKS,0.0,0
580932,580932,2013-11-23,1,AUTOMOTIVE,2.0,0
580933,580933,2013-11-23,1,BABY CARE,0.0,0
580934,580934,2013-11-23,1,BEAUTY,2.0,0
580935,580935,2013-11-23,1,BEVERAGES,887.0,0
580936,580936,2013-11-23,1,BOOKS,0.0,0
582714,582714,2013-11-24,1,AUTOMOTIVE,0.0,0
582715,582715,2013-11-24,1,BABY CARE,0.0,0
582716,582716,2013-11-24,1,BEAUTY,1.0,0
582717,582717,2013-11-24,1,BEVERAGES,386.0,0
582718,582718,2013-11-24,1,BOOKS,0.0,0
584496,584496,2013-11-25,1,AUTOMOTIVE,1.0,0
584497,584497,2013-11-25,1,BABY CARE,0.0,0
584498,584498,2013-11-25,1,BEAUTY,3.0,0
584499,584499,2013-11-25,1,BEVERAGES,939.0,0
584500,584500,2013-11-25,1,BOOKS,0.0,0
586278,586278,2013-11-26,1,AUTOMOTIVE,2.0,0
586279,586279,2013-11-26,1,BABY CARE,0.0,0
586280,586280,2013-11-26,1,BEAUTY,1.0,0
586281,586281,2013-11-26,1,BEVERAGES,860.0,0
586282,586282,2013-11-26,1,BOOKS,0.0,0
588060,588060,2013-11-27,1,AUTOMOTIVE,2.0,0
588061,588061,2013-11-27,1,BABY CARE,0.0,0
588062,588062,2013-11-27,1,BEAUTY,2.0,0
588063,588063,2013-11-27,1,BEVERAGES,1049.0,0
588064,588064,2013-11-27,1,BOOKS,0.0,0
589842,589842,2013-11-28,1,AUTOMOTIVE,1.0,0
589843,589843,2013-11-28,1,BABY CARE,0.0,0
589844,589844,2013-11-28,1,BEAUTY,1.0,0
589845,589845,2013-11-28,1,BEVERAGES,783.0,0
589846,589846,2013-11-28,1,BOOKS,0.0,0
591624,591624,2013-11-29,1,AUTOMOTIVE,1.0,0
591625,591625,2013-11-29,1,BABY CARE,0.0,0
591626,591626,2013-11-29,1,BEAUTY,1.0,0
591627,591627,2013-11-29,1,BEVERAGES,924.0,0
591628,591628,2013-11-29,1,BOOKS,0.0,0
593406,593406,2013-11-30,1,AUTOMOTIVE,0.0,0
593407,593407,2013-11-30,1,BABY CARE,0.0,0
593408,593408,2013-11-30,1,BEAUTY,0.0,0
593409,593409,2013-11-30,1,BEVERAGES,987.0,0
593410,593410,2013-11-30,1,BOOKS,0.0,0
595188,595188,2013-12-01,1,AUTOMOTIVE,0.0,0
595189,595189,2013-12-01,1,BABY CARE,0.0,0
595190,595190,2013-12-01,1,BEAUTY,0.0,0
595191,595191,2013-12-01,1,BEVERAGES,431.0,0
595192,595192,2013-12-01,1,BOOKS,0.0,0
596970,596970,2013-12-02,1,AUTOMOTIVE,3.0,0
596971,596971,2013-12-02,1,BABY CARE,0.0,0
596972,596972,2013-12-02,1,BEAUTY,5.0,0
596973,596973,2013-12-02,1,BEVERAGES,991.0,0
596974,596974,2013-12-02,1,BOOKS,0.0,0
598752,598752,2013-12-03,1,AUTOMOTIVE,2.0,0
598753,598753,2013-12-03,1,BABY CARE,0.0,0
598754,598754,2013-12-03,1,BEAUTY,1.0,0
598755,598755,2013-12-03,1,BEVERAGES,982.0,0
598756,598756,2013-12-03,1,BOOKS,0.0,0
600534,600534,2013-12-04,1,AUTOMOTIVE,1.0,0
600535,600535,2013-12-04,1,BABY CARE,0.0,0
600536,600536,2013-12-04,1,BEAUTY,2.0,0
600537,600537,2013-12-04,1,BEVERAGES,1141.0,0
600538,600538,2013-12-04,1,BOOKS,0.0,0
602316,602316,2013-12-05,1,AUTOMOTIVE,0.0,0
602317,602317,2013-12-05,1,BABY CARE,0.0,0
602318,602318,2013-12-05,1,BEAUTY,2.0,0
602319,602319,2013-12-05,1,BEVERAGES,1008.0,0
602320,602320,2013-12-05,1,BOOKS,0.0,0
604098,604098,2013-12-06,1,AUTOMOTIVE,2.0,0
604099,604099,2013-12-06,1,BABY CARE,0.0,0
604100,604100,2013-12-06,1,BEAUTY,0.0,0
604101,604101,2013-12-06,1,BEVERAGES,332.0,0
604102,604102,2013-12-06,1,BOOKS,0.0,0
605880,605880,2013-12-07,1,AUTOMOTIVE,2.0,0
605881,605881,2013-12-07,1,BABY CARE,0.0,0
605882,605882,2013-12-07,1,BEAUTY,0.0,0
605883,605883,2013-12-07,1,BEVERAGES,864.0,0
605884,605884,2013-12-07,1,BOOKS,0.0,0
607662,607662,2013-12-08,1,AUTOMOTIVE,0.0,0
607663,607663,2013-12-08,1,BABY CARE,0.0,0
607664,607664,2013-12-08,1,BEAUTY,1.0,0
607665,607665,2013-12-08,1,BEVERAGES,322.0,0
607666,607666,2013-12-08,1,BOOKS,0.0,0
609444,609444,2013-12-09,1,AUTOMOTIVE,3.0,0
609445,609445,2013-12-09,1,BABY CARE,0.0,0
609446,609446,2013-12-09,1,BEAUTY,2.0,0
609447,609447,2013-12-09,1,BEVERAGES,971.0,0
609448,609448,2013-12-09,1,BOOKS,0.0,0
611226,611226,2013-12-10,1,AUTOMOTIVE,3.0,0
611227,611227,2013-12-10,1,BABY CARE,0.0,0
611228,611228,2013-12-10,1,BEAUTY,1.0,0
611229,611229,2013-12-10,1,BEVERAGES,1030.0,0
611230,611230,2013-12-10,1,BOOKS,0.0,0
613008,613008,2013-12-11,1,AUTOMOTIVE,4.0,0
613009,613009,2013-12-11,1,BABY CARE,0.0,0
613010,613010,2013-12-11,1,BEAUTY,2.0,0
613011,613011,2013-12-11,1,BEVERAGES,1085.0,0
613012,613012,2013-12-11,1,BOOKS,0.0,0
614790,614790,2013-12-12,1,AUTOMOTIVE,2.0,0
614791,614791,2013-12-12,1,BABY CARE,0.0,0
614792,614792,2013-12-12,1,BEAUTY,3.0,0
614793,614793,2013-12-12,1,BEVERAGES,1190.0,0
614794,614794,2013-12-12,1,BOOKS,0.0,0
616572,616572,2013-12-13,1,AUTOMOTIVE,3.0,0
616573,616573,2013-12-13,1,BABY CARE,0.0,0
616574,616574,2013-12-13,1,BEAUTY,2.0,0
616575,616575,2013-12-13,1,BEVERAGES,1143.0,0
616576,616576,2013-12-13,1,BOOKS,0.0,0
618354,618354,2013-12-14,1,AUTOMOTIVE,0.0,0
618355,618355,2013-12-14,1,BABY CARE,0.0,0
618356,618356,2013-12-14,1,BEAUTY,0.0,0
618357,618357,2013-12-14,1,BEVERAGES,1245.0,0
618358,618358,2013-12-14,1,BOOKS,0.0,0
