,id,date,store_nbr,family,sales,onpromotion
2756754,2756754,2017-04-01,1,AUTOMOTIVE,9.0,0
2756755,2756755,2017-04-01,1,BABY CARE,0.0,0
2756756,2756756,2017-04-01,1,BEAUTY,1.0,0
2756757,2756757,2017-04-01,1,BEVERAGES,3229.0,8
2756758,2756758,2017-04-01,1,BOOKS,0.0,0
2758536,2758536,2017-04-02,1,AUTOMOTIVE,4.0,0
2758537,2758537,2017-04-02,1,BABY CARE,0.0,0
2758538,2758538,2017-04-02,1,BEAUTY,1.0,0
2758539,2758539,2017-04-02,1,BEVERAGES,1210.0,9
2758540,2758540,2017-04-02,1,BOOKS,0.0,0
2760318,2760318,2017-04-03,1,AUTOMOTIVE,11.0,0
2760319,2760319,2017-04-03,1,BABY CARE,0.0,0
2760320,2760320,2017-04-03,1,BEAUTY,2.0,0
2760321,2760321,2017-04-03,1,BEVERAGES,2097.0,9
2760322,2760322,2017-04-03,1,BOOKS,0.0,0
2762100,2762100,2017-04-04,1,AUTOMOTIVE,3.0,0
2762101,2762101,2017-04-04,1,BABY CARE,0.0,0
2762102,2762102,2017-04-04,1,BEAUTY,4.0,1
2762103,2762103,2017-04-04,1,BEVERAGES,2249.0,9
2762104,2762104,2017-04-04,1,BOOKS,1.0,0
2763882,2763882,2017-04-05,1,AUTOMOTIVE,5.0,0
2763883,2763883,2017-04-05,1,BABY CARE,0.0,0
2763884,2763884,2017-04-05,1,BEAUTY,1.0,0
2763885,2763885,2017-04-05,1,BEVERAGES,2687.0,8
2763886,2763886,2017-04-05,1,BOOKS,2.0,0
2765664,2765664,2017-04-06,1,AUTOMOTIVE,10.0,0
2765665,2765665,2017-04-06,1,BABY CARE,0.0,0
2765666,2765666,2017-04-06,1,BEAUTY,5.0,1
2765667,2765667,2017-04-06,1,BEVERAGES,2164.0,10
2765668,2765668,2017-04-06,1,BOOKS,1.0,0
2767446,2767446,2017-04-07,1,AUTOMOTIVE,9.0,0
2767447,2767447,2017-04-07,1,BABY CARE,0.0,0
2767448,2767448,2017-04-07,1,BEAUTY,2.0,0
2767449,2767449,2017-04-07,1,BEVERAGES,2527.0,7
2767450,2767450,2017-04-07,1,BOOKS,0.0,0
2769228,2769228,2017-04-08,1,AUTOMOTIVE,8.0,0
2769229,2769229,2017-04-08,1,BABY CARE,0.0,0
2769230,2769230,2017-04-08,1,BEAUTY,2.0,0
2769231,2769231,2017-04-08,1,BEVERAGES,2729.0,9
2769232,2769232,2017-04-08,1,BOOKS,0.0,0
2771010,2771010,2017-04-09,1,AUTOMOTIVE,2.0,0
2771011,2771011,2017-04-09,1,BABY CARE,0.0,0
2771012,2771012,2017-04-09,1,BEAUTY,0.0,0
2771013,2771013,2017-04-09,1,BEVERAGES,1175.0,7
2771014,2771014,2017-04-09,1,BOOKS,0.0,0
2772792,2772792,2017-04-10,1,AUTOMOTIVE,5.0,0
2772793,2772793,2017-04-10,1,BABY CARE,0.0,0
2772794,2772794,2017-04-10,1,BEAUTY,2.0,0
2772795,2772795,2017-04-10,1,BEVERAGES,2033.0,8
2772796,2772796,2017-04-10,1,BOOKS,1.0,0
2774574,2774574,2017-04-11,1,AUTOMOTIVE,6.0,0
2774575,2774575,2017-04-11,1,BABY CARE,0.0,0
2774576,2774576,2017-04-11,1,BEAUTY,5.0,0
2774577,2774577,2017-04-11,1,BEVERAGES,2116.0,11
2774578,2774578,2017-04-11,1,BOOKS,0.0,0
2776356,2776356,2017-04-12,1,AUTOMOTIVE,3.0,0
2776357,2776357,2017-04-12,1,BABY CARE,0.0,0
2776358,2776358,2017-04-12,1,BEAUTY,2.0,0
2776359,2776359,2017-04-12,1,BEVERAGES,2457.0,21
2776360,2776360,2017-04-12,1,BOOKS,1.0,0
2778138,2778138,2017-04-13,1,AUTOMOTIVE,9.0,0
2778139,2778139,2017-04-13,1,BABY CARE,0.0,0
2778140,2778140,2017-04-13,1,BEAUTY,0.0,0
2778141,2778141,2017-04-13,1,BEVERAGES,2599.0,27
2778142,2778142,2017-04-13,1,BOOKS,0.0,0
2779920,2779920,2017-04-14,1,AUTOMOTIVE,1.0,0
2779921,2779921,2017-04-14,1,BABY CARE,0.0,0
2779922,2779922,2017-04-14,1,BEAUTY,1.0,0
2779923,2779923,2017-04-14,1,BEVERAGES,817.0,14
2779924,2779924,2017-04-14,1,BOOKS,0.0,0
2781702,2781702,2017-04-15,1,AUTOMOTIVE,3.0,0
2781703,2781703,2017-04-15,1,BABY CARE,0.0,0
2781704,2781704,2017-04-15,1,BEAUTY,1.0,0
2781705,2781705,2017-04-15,1,BEVERAGES,1946.0,13
2781706,2781706,2017-04-15,1,BOOKS,0.0,0
2783484,2783484,2017-04-16,1,AUTOMOTIVE,1.0,0
2783485,2783485,2017-04-16,1,BABY CARE,0.0,0
2783486,2783486,2017-04-16,1,BEAUTY,0.0,0
2783487,2783487,2017-04-16,1,BEVERAGES,1114.0,20
2783488,2783488,2017-04-16,1,BOOKS,0.0,0
2785266,2785266,2017-04-17,1,AUTOMOTIVE,1.0,0
2785267,2785267,2017-04-17,1,BABY CARE,0.0,0
2785268,2785268,2017-04-17,1,BEAUTY,3.0,0
2785269,2785269,2017-04-17,1,BEVERAGES,2731.0,23
2785270,2785270,2017-04-17,1,BOOKS,0.0,0
2787048,2787048,2017-04-18,1,AUTOMOTIVE,3.0,0
2787049,2787049,2017-04-18,1,BABY CARE,0.0,0
2787050,2787050,2017-04-18,1,BEAUTY,3.0,0
2787051,2787051,2017-04-18,1,BEVERAGES,2102.0,20
2787052,2787052,2017-04-18,1,BOOKS,1.0,0
2788830,2788830,2017-04-19,1,AUTOMOTIVE,4.0,0
2788831,2788831,2017-04-19,1,BABY CARE,0.0,0
2788832,2788832,2017-04-19,1,BEAUTY,1.0,0
2788833,2788833,2017-04-19,1,BEVERAGES,2426.0,27
2788834,2788834,2017-04-19,1,BOOKS,0.0,0
2790612,2790612,2017-04-20,1,AUTOMOTIVE,2.0,0
2790613,2790613,2017-04-20,1,BABY CARE,0.0,0
2790614,2790614,2017-04-20,1,BEAUTY,2.0,0
2790615,2790615,2017-04-20,1,BEVERAGES,1948.0,23
2790616,2790616,2017-04-20,1,BOOKS,0.0,0
2792394,2792394,2017-04-21,1,AUTOMOTIVE,5.0,0
2792395,2792395,2017-04-21,1,BABY CARE,0.0,0
2792396,2792396,2017-04-21,1,BEAUTY,2.0,0
2792397,2792397,2017-04-21,1,BEVERAGES,2600.0,25
2792398,2792398,2017-04-21,1,BOOKS,1.0,0
2794176,2794176,2017-04-22,1,AUTOMOTIVE,5.0,0
2794177,2794177,2017-04-22,1,BABY CARE,0.0,0
2794178,2794178,2017-04-22,1,BEAUTY,6.0,0
2794179,2794179,2017-04-22,1,BEVERAGES,2785.0,32
2794180,2794180,2017-04-22,1,BOOKS,1.0,0
2795958,2795958,2017-04-23,1,AUTOMOTIVE,1.0,0
2795959,2795959,2017-04-23,1,BABY CARE,0.0,0
2795960,2795960,2017-04-23,1,BEAUTY,8.0,0
2795961,2795961,2017-04-23,1,BEVERAGES,1047.0,23
2795962,2795962,2017-04-23,1,BOOKS,1.0,0
2797740,2797740,2017-04-24,1,AUTOMOTIVE,6.0,0
2797741,2797741,2017-04-24,1,BABY CARE,0.0,0
2797742,2797742,2017-04-24,1,BEAUTY,5.0,0
2797743,2797743,2017-04-24,1,BEVERAGES,2419.0,36
2797744,2797744,2017-04-24,1,BOOKS,0.0,0
2799522,2799522,2017-04-25,1,AUTOMOTIVE,3.0,0
2799523,2799523,2017-04-25,1,BABY CARE,0.0,0
2799524,2799524,2017-04-25,1,BEAUTY,3.0,0
2799525,2799525,2017-04-25,1,BEVERAGES,2083.0,27
2799526,2799526,2017-04-25,1,BOOKS,0.0,0
2801304,2801304,2017-04-26,1,AUTOMOTIVE,2.0,0
2801305,2801305,2017-04-26,1,BABY CARE,0.0,0
2801306,2801306,2017-04-26,1,BEAUTY,2.0,0
2801307,2801307,2017-04-26,1,BEVERAGES,2608.0,29
2801308,2801308,2017-04-26,1,BOOKS,2.0,0
2803086,2803086,2017-04-27,1,AUTOMOTIVE,8.0,0
2803087,2803087,2017-04-27,1,BABY CARE,0.0,0
2803088,2803088,2017-04-27,1,BEAUTY,3.0,0
2803089,2803089,2017-04-27,1,BEVERAGES,2022.0,32
2803090,2803090,2017-04-27,1,BOOKS,0.0,0
2804868,2804868,2017-04-28,1,AUTOMOTIVE,3.0,0
2804869,2804869,2017-04-28,1,BABY CARE,0.0,0
2804870,2804870,2017-04-28,1,BEAUTY,2.0,0
2804871,2804871,2017-04-28,1,BEVERAGES,2235.0,28
2804872,2804872,2017-04-28,1,BOOKS,0.0,0
2806650,2806650,2017-04-29,1,AUTOMOTIVE,2.0,0
2806651,2806651,2017-04-29,1,BABY CARE,0.0,0
2806652,2806652,2017-04-29,1,BEAUTY,5.0,0
2806653,2806653,2017-04-29,1,BEVERAGES,2156.0,33
2806654,2806654,2017-04-29,1,BOOKS,0.0,0
2808432,2808432,2017-04-30,1,AUTOMOTIVE,3.0,0
2808433,2808433,2017-04-30,1,BABY CARE,0.0,0
2808434,2808434,2017-04-30,1,BEAUTY,0.0,0
2808435,2808435,2017-04-30,1,BEVERAGES,995.0,17
2808436,2808436,2017-04-30,1,BOOKS,1.0,0
2810214,2810214,2017-05-01,1,AUTOMOTIVE,0.0,0
2810215,2810215,2017-05-01,1,BABY CARE,0.0,0
2810216,2810216,2017-05-01,1,BEAUTY,2.0,0
2810217,2810217,2017-05-01,1,BEVERAGES,825.0,15
2810218,2810218,2017-05-01,1,BOOKS,0.0,0
2811996,2811996,2017-05-02,1,AUTOMOTIVE,2.0,0
2811997,2811997,2017-05-02,1,BABY CARE,0.0,0
2811998,2811998,2017-05-02,1,BEAUTY,2.0,0
2811999,2811999,2017-05-02,1,BEVERAGES,3179.0,26
2812000,2812000,2017-05-02,1,BOOKS,0.0,0
2813778,2813778,2017-05-03,1,AUTOMOTIVE,5.0,0
2813779,2813779,2017-05-03,1,BABY CARE,0.0,0
2813780,2813780,2017-05-03,1,BEAUTY,6.0,1
2813781,2813781,2017-05-03,1,BEVERAGES,2479.0,28
2813782,2813782,2017-05-03,1,BOOKS,1.0,0
2815560,2815560,2017-05-04,1,AUTOMOTIVE,3.0,0
2815561,2815561,2017-05-04,1,BABY CARE,0.0,0
2815562,2815562,2017-05-04,1,BEAUTY,1.0,0
2815563,2815563,2017-05-04,1,BEVERAGES,2454.0,15
2815564,2815564,2017-05-04,1,BOOKS,0.0,0
2817342,2817342,2017-05-05,1,AUTOMOTIVE,12.0,0
2817343,2817343,2017-05-05,1,BABY CARE,0.0,0
2817344,2817344,2017-05-05,1,BEAUTY,0.0,0
2817345,2817345,2017-05-05,1,BEVERAGES,2243.0,17
2817346,2817346,2017-05-05,1,BOOKS,1.0,0
2819124,2819124,2017-05-06,1,AUTOMOTIVE,4.0,0
2819125,2819125,2017-05-06,1,BABY CARE,0.0,0
2819126,2819126,2017-05-06,1,BEAUTY,4.0,1
2819127,2819127,2017-05-06,1,BEVERAGES,2735.0,13
2819128,2819128,2017-05-06,1,BOOKS,0.0,0
2820906,2820906,2017-05-07,1,AUTOMOTIVE,3.0,0
2820907,2820907,2017-05-07,1,BABY CARE,0.0,0
2820908,2820908,2017-05-07,1,BEAUTY,4.0,0
2820909,2820909,2017-05-07,1,BEVERAGES,1019.0,11
2820910,2820910,2017-05-07,1,BOOKS,0.0,0
2822688,2822688,2017-05-08,1,AUTOMOTIVE,5.0,0
2822689,2822689,2017-05-08,1,BABY CARE,0.0,0
2822690,2822690,2017-05-08,1,BEAUTY,4.0,1
2822691,2822691,2017-05-08,1,BEVERAGES,2317.0,16
2822692,2822692,2017-05-08,1,BOOKS,2.0,0
2824470,2824470,2017-05-09,1,AUTOMOTIVE,2.0,0
2824471,2824471,2017-05-09,1,BABY CARE,0.0,0
2824472,2824472,2017-05-09,1,BEAUTY,5.0,1
2824473,2824473,2017-05-09,1,BEVERAGES,1943.0,15
2824474,2824474,2017-05-09,1,BOOKS,1.0,0
2826252,2826252,2017-05-10,1,AUTOMOTIVE,2.0,0
2826253,2826253,2017-05-10,1,BABY CARE,0.0,0
2826254,2826254,2017-05-10,1,BEAUTY,6.0,1
2826255,2826255,2017-05-10,1,BEVERAGES,2033.0,24
2826256,2826256,2017-05-10,1,BOOKS,0.0,0
2828034,2828034,2017-05-11,1,AUTOMOTIVE,4.0,0
2828035,2828035,2017-05-11,1,BABY CARE,0.0,0
2828036,2828036,2017-05-11,1,BEAUTY,3.0,1
2828037,2828037,2017-05-11,1,BEVERAGES,1697.0,20
2828038,2828038,2017-05-11,1,BOOKS,1.0,0
2829816,2829816,2017-05-12,1,AUTOMOTIVE,4.0,0
2829817,2829817,2017-05-12,1,BABY CARE,0.0,0
2829818,2829818,2017-05-12,1,BEAUTY,3.0,1
2829819,2829819,2017-05-12,1,BEVERAGES,2472.0,26
2829820,2829820,2017-05-12,1,BOOKS,0.0,0
2831598,2831598,2017-05-13,1,AUTOMOTIVE,2.0,0
2831599,2831599,2017-05-13,1,BABY CARE,0.0,0
2831600,2831600,2017-05-13,1,BEAUTY,10.0,1
2831601,2831601,2017-05-13,1,BEVERAGES,2498.0,27
2831602,2831602,2017-05-13,1,BOOKS,0.0,0
2833380,2833380,2017-05-14,1,AUTOMOTIVE,2.0,0
2833381,2833381,2017-05-14,1,BABY CARE,0.0,0
2833382,2833382,2017-05-14,1,BEAUTY,1.0,0
2833383,2833383,2017-05-14,1,BEVERAGES,883.0,18
2833384,2833384,2017-05-14,1,BOOKS,0.0,0
2835162,2835162,2017-05-15,1,AUTOMOTIVE,9.0,0
2835163,2835163,2017-05-15,1,BABY CARE,0.0,0
2835164,2835164,2017-05-15,1,BEAUTY,3.0,1
2835165,2835165,2017-05-15,1,BEVERAGES,2280.0,28
2835166,2835166,2017-05-15,1,BOOKS,0.0,0
2836944,2836944,2017-05-16,1,AUTOMOTIVE,3.0,0
2836945,2836945,2017-05-16,1,BABY CARE,0.0,0
2836946,2836946,2017-05-16,1,BEAUTY,2.0,1
2836947,2836947,2017-05-16,1,BEVERAGES,2393.0,28
2836948,2836948,2017-05-16,1,BOOKS,0.0,0
2838726,2838726,2017-05-17,1,AUTOMOTIVE,2.0,0
2838727,2838727,2017-05-17,1,BABY CARE,0.0,0
2838728,2838728,2017-05-17,1,BEAUTY,5.0,1
2838729,2838729,2017-05-17,1,BEVERAGES,2374.0,31
2838730,2838730,2017-05-17,1,BOOKS,1.0,0
2840508,2840508,2017-05-18,1,AUTOMOTIVE,4.0,0
2840509,2840509,2017-05-18,1,BABY CARE,0.0,0
2840510,2840510,2017-05-18,1,BEAUTY,2.0,1
2840511,2840511,2017-05-18,1,BEVERAGES,2154.0,26
2840512,2840512,2017-05-18,1,BOOKS,0.0,0
2842290,2842290,2017-05-19,1,AUTOMOTIVE,5.0,0
2842291,2842291,2017-05-19,1,BABY CARE,0.0,0
2842292,2842292,2017-05-19,1,BEAUTY,4.0,1
2842293,2842293,2017-05-19,1,BEVERAGES,2743.0,30
2842294,2842294,2017-05-19,1,BOOKS,0.0,0
2844072,2844072,2017-05-20,1,AUTOMOTIVE,4.0,0
2844073,2844073,2017-05-20,1,BABY CARE,0.0,0
2844074,2844074,2017-05-20,1,BEAUTY,3.0,1
2844075,2844075,2017-05-20,1,BEVERAGES,2379.0,28
2844076,2844076,2017-05-20,1,BOOKS,0.0,0
2845854,2845854,2017-05-21,1,AUTOMOTIVE,1.0,0
2845855,2845855,2017-05-21,1,BABY CARE,0.0,0
2845856,2845856,2017-05-21,1,BEAUTY,1.0,0
2845857,2845857,2017-05-21,1,BEVERAGES,974.0,23
2845858,2845858,2017-05-21,1,BOOKS,0.0,0
2847636,2847636,2017-05-22,1,AUTOMOTIVE,2.0,0
2847637,2847637,2017-05-22,1,BABY CARE,0.0,0
2847638,2847638,2017-05-22,1,BEAUTY,5.0,1
2847639,2847639,2017-05-22,1,BEVERAGES,2620.0,25
2847640,2847640,2017-05-22,1,BOOKS,1.0,0
2849418,2849418,2017-05-23,1,AUTOMOTIVE,4.0,0
2849419,2849419,2017-05-23,1,BABY CARE,0.0,0
2849420,2849420,2017-05-23,1,BEAUTY,1.0,1
2849421,2849421,2017-05-23,1,BEVERAGES,2365.0,25
2849422,2849422,2017-05-23,1,BOOKS,1.0,0
2851200,2851200,2017-05-24,1,AUTOMOTIVE,7.0,0
2851201,2851201,2017-05-24,1,BABY CARE,0.0,0
2851202,2851202,2017-05-24,1,BEAUTY,1.0,0
2851203,2851203,2017-05-24,1,BEVERAGES,2611.0,26
2851204,2851204,2017-05-24,1,BOOKS,1.0,0
2852982,2852982,2017-05-25,1,AUTOMOTIVE,2.0,0
2852983,2852983,2017-05-25,1,BABY CARE,0.0,0
2852984,2852984,2017-05-25,1,BEAUTY,1.0,1
2852985,2852985,2017-05-25,1,BEVERAGES,2229.0,27
2852986,2852986,2017-05-25,1,BOOKS,0.0,0
2854764,2854764,2017-05-26,1,AUTOMOTIVE,1.0,0
2854765,2854765,2017-05-26,1,BABY CARE,0.0,0
2854766,2854766,2017-05-26,1,BEAUTY,0.0,0
2854767,2854767,2017-05-26,1,BEVERAGES,1100.0,21
2854768,2854768,2017-05-26,1,BOOKS,0.0,0
2856546,2856546,2017-05-27,1,AUTOMOTIVE,1.0,0
2856547,2856547,2017-05-27,1,BABY CARE,0.0,0
2856548,2856548,2017-05-27,1,BEAUTY,2.0,1
2856549,2856549,2017-05-27,1,BEVERAGES,2270.0,30
2856550,2856550,2017-05-27,1,BOOKS,0.0,0
2858328,2858328,2017-05-28,1,AUTOMOTIVE,2.0,0
2858329,2858329,2017-05-28,1,BABY CARE,0.0,0
2858330,2858330,2017-05-28,1,BEAUTY,1.0,1
2858331,2858331,2017-05-28,1,BEVERAGES,1110.0,24
2858332,2858332,2017-05-28,1,BOOKS,0.0,0
2860110,2860110,2017-05-29,1,AUTOMOTIVE,6.0,0
2860111,2860111,2017-05-29,1,BABY CARE,0.0,0
2860112,2860112,2017-05-29,1,BEAUTY,4.0,0
2860113,2860113,2017-05-29,1,BEVERAGES,2407.0,32
2860114,2860114,2017-05-29,1,BOOKS,0.0,0
2861892,2861892,2017-05-30,1,AUTOMOTIVE,2.0,0
2861893,2861893,2017-05-30,1,BABY CARE,0.0,0
2861894,2861894,2017-05-30,1,BEAUTY,3.0,1
2861895,2861895,2017-05-30,1,BEVERAGES,1937.0,31
2861896,2861896,2017-05-30,1,BOOKS,0.0,0
2863674,2863674,2017-05-31,1,AUTOMOTIVE,3.0,0
2863675,2863675,2017-05-31,1,BABY CARE,0.0,0
2863676,2863676,2017-05-31,1,BEAUTY,11.0,1
2863677,2863677,2017-05-31,1,BEVERAGES,2554.0,31
2863678,2863678,2017-05-31,1,BOOKS,1.0,0
2865456,2865456,2017-06-01,1,AUTOMOTIVE,6.0,0
2865457,2865457,2017-06-01,1,BABY CARE,0.0,0
2865458,2865458,2017-06-01,1,BEAUTY,1.0,0
2865459,2865459,2017-06-01,1,BEVERAGES,2250.0,9
2865460,2865460,2017-06-01,1,BOOKS,3.0,0
2867238,2867238,2017-06-02,1,AUTOMOTIVE,19.0,0
2867239,2867239,2017-06-02,1,BABY CARE,0.0,0
2867240,2867240,2017-06-02,1,BEAUTY,1.0,0
2867241,2867241,2017-06-02,1,BEVERAGES,2752.0,27
2867242,2867242,2017-06-02,1,BOOKS,0.0,0
2869020,2869020,2017-06-03,1,AUTOMOTIVE,8.0,0
2869021,2869021,2017-06-03,1,BABY CARE,0.0,0
2869022,2869022,2017-06-03,1,BEAUTY,1.0,0
2869023,2869023,2017-06-03,1,BEVERAGES,2718.0,24
2869024,2869024,2017-06-03,1,BOOKS,0.0,0
2870802,2870802,2017-06-04,1,AUTOMOTIVE,0.0,0
2870803,2870803,2017-06-04,1,BABY CARE,0.0,0
2870804,2870804,2017-06-04,1,BEAUTY,2.0,0
2870805,2870805,2017-06-04,1,BEVERAGES,1142.0,17
2870806,2870806,2017-06-04,1,BOOKS,0.0,0
2872584,2872584,2017-06-05,1,AUTOMOTIVE,6.0,0
2872585,2872585,2017-06-05,1,BABY CARE,0.0,0
2872586,2872586,2017-06-05,1,BEAUTY,2.0,0
2872587,2872587,2017-06-05,1,BEVERAGES,2616.0,20
2872588,2872588,2017-06-05,1,BOOKS,0.0,0
2874366,2874366,2017-06-06,1,AUTOMOTIVE,2.0,0
2874367,2874367,2017-06-06,1,BABY CARE,0.0,0
2874368,2874368,2017-06-06,1,BEAUTY,2.0,0
2874369,2874369,2017-06-06,1,BEVERAGES,2625.0,24
2874370,2874370,2017-06-06,1,BOOKS,1.0,0
2876148,2876148,2017-06-07,1,AUTOMOTIVE,7.0,0
2876149,2876149,2017-06-07,1,BABY CARE,0.0,0
2876150,2876150,2017-06-07,1,BEAUTY,3.0,0
2876151,2876151,2017-06-07,1,BEVERAGES,2651.0,26
2876152,2876152,2017-06-07,1,BOOKS,1.0,0
2877930,2877930,2017-06-08,1,AUTOMOTIVE,1.0,0
2877931,2877931,2017-06-08,1,BABY CARE,0.0,0
2877932,2877932,2017-06-08,1,BEAUTY,4.0,0
2877933,2877933,2017-06-08,1,BEVERAGES,2159.0,22
2877934,2877934,2017-06-08,1,BOOKS,0.0,0
2879712,2879712,2017-06-09,1,AUTOMOTIVE,1.0,0
2879713,2879713,2017-06-09,1,BABY CARE,0.0,0
2879714,2879714,2017-06-09,1,BEAUTY,5.0,0
2879715,2879715,2017-06-09,1,BEVERAGES,2532.0,23
2879716,2879716,2017-06-09,1,BOOKS,0.0,0
2881494,2881494,2017-06-10,1,AUTOMOTIVE,4.0,0
2881495,2881495,2017-06-10,1,BABY CARE,0.0,0
2881496,2881496,2017-06-10,1,BEAUTY,3.0,0
2881497,2881497,2017-06-10,1,BEVERAGES,2692.0,23
2881498,2881498,2017-06-10,1,BOOKS,0.0,0
2883276,2883276,2017-06-11,1,AUTOMOTIVE,3.0,0
2883277,2883277,2017-06-11,1,BABY CARE,0.0,0
2883278,2883278,2017-06-11,1,BEAUTY,1.0,0
2883279,2883279,2017-06-11,1,BEVERAGES,1272.0,23
2883280,2883280,2017-06-11,1,BOOKS,2.0,0
2885058,2885058,2017-06-12,1,AUTOMOTIVE,4.0,0
2885059,2885059,2017-06-12,1,BABY CARE,0.0,0
2885060,2885060,2017-06-12,1,BEAUTY,4.0,0
2885061,2885061,2017-06-12,1,BEVERAGES,2335.0,24
2885062,2885062,2017-06-12,1,BOOKS,0.0,0
2886840,2886840,2017-06-13,1,AUTOMOTIVE,5.0,0
2886841,2886841,2017-06-13,1,BABY CARE,0.0,0
2886842,2886842,2017-06-13,1,BEAUTY,1.0,0
2886843,2886843,2017-06-13,1,BEVERAGES,2579.0,21
2886844,2886844,2017-06-13,1,BOOKS,2.0,0
2888622,2888622,2017-06-14,1,AUTOMOTIVE,5.0,0
2888623,2888623,2017-06-14,1,BABY CARE,0.0,0
2888624,2888624,2017-06-14,1,BEAUTY,3.0,1
2888625,2888625,2017-06-14,1,BEVERAGES,2707.0,25
2888626,2888626,2017-06-14,1,BOOKS,3.0,0
2890404,2890404,2017-06-15,1,AUTOMOTIVE,3.0,0
2890405,2890405,2017-06-15,1,BABY CARE,0.0,0
2890406,2890406,2017-06-15,1,BEAUTY,8.0,1
2890407,2890407,2017-06-15,1,BEVERAGES,2137.0,22
2890408,2890408,2017-06-15,1,BOOKS,1.0,0
2892186,2892186,2017-06-16,1,AUTOMOTIVE,4.0,0
2892187,2892187,2017-06-16,1,BABY CARE,0.0,0
2892188,2892188,2017-06-16,1,BEAUTY,5.0,1
2892189,2892189,2017-06-16,1,BEVERAGES,2532.0,17
2892190,2892190,2017-06-16,1,BOOKS,1.0,0
2893968,2893968,2017-06-17,1,AUTOMOTIVE,3.0,0
2893969,2893969,2017-06-17,1,BABY CARE,0.0,0
2893970,2893970,2017-06-17,1,BEAUTY,1.0,1
2893971,2893971,2017-06-17,1,BEVERAGES,2738.0,19
2893972,2893972,2017-06-17,1,BOOKS,0.0,0
2895750,2895750,2017-06-18,1,AUTOMOTIVE,2.0,0
2895751,2895751,2017-06-18,1,BABY CARE,0.0,0
2895752,2895752,2017-06-18,1,BEAUTY,2.0,1
2895753,2895753,2017-06-18,1,BEVERAGES,1005.0,10
2895754,2895754,2017-06-18,1,BOOKS,0.0,0
2897532,2897532,2017-06-19,1,AUTOMOTIVE,3.0,0
2897533,2897533,2017-06-19,1,BABY CARE,0.0,0
2897534,2897534,2017-06-19,1,BEAUTY,3.0,0
2897535,2897535,2017-06-19,1,BEVERAGES,2493.0,16
2897536,2897536,2017-06-19,1,BOOKS,0.0,0
2899314,2899314,2017-06-20,1,AUTOMOTIVE,3.0,0
2899315,2899315,2017-06-20,1,BABY CARE,0.0,0
2899316,2899316,2017-06-20,1,BEAUTY,6.0,1
2899317,2899317,2017-06-20,1,BEVERAGES,2977.0,17
2899318,2899318,2017-06-20,1,BOOKS,0.0,0
2901096,2901096,2017-06-21,1,AUTOMOTIVE,1.0,0
2901097,2901097,2017-06-21,1,BABY CARE,0.0,0
2901098,2901098,2017-06-21,1,BEAUTY,5.0,1
2901099,2901099,2017-06-21,1,BEVERAGES,2583.0,34
2901100,2901100,2017-06-21,1,BOOKS,0.0,0
2902878,2902878,2017-06-22,1,AUTOMOTIVE,1.0,0
2902879,2902879,2017-06-22,1,BABY CARE,0.0,0
2902880,2902880,2017-06-22,1,BEAUTY,5.0,1
2902881,2902881,2017-06-22,1,BEVERAGES,1824.0,21
2902882,2902882,2017-06-22,1,BOOKS,0.0,0
2904660,2904660,2017-06-23,1,AUTOMOTIVE,10.0,0
2904661,2904661,2017-06-23,1,BABY CARE,0.0,0
2904662,2904662,2017-06-23,1,BEAUTY,3.0,1
2904663,2904663,2017-06-23,1,BEVERAGES,2394.0,24
2904664,2904664,2017-06-23,1,BOOKS,0.0,0
2906442,2906442,2017-06-24,1,AUTOMOTIVE,12.0,0
2906443,2906443,2017-06-24,1,BABY CARE,0.0,0
2906444,2906444,2017-06-24,1,BEAUTY,8.0,1
2906445,2906445,2017-06-24,1,BEVERAGES,2674.0,25
2906446,2906446,2017-06-24,1,BOOKS,1.0,0
2908224,2908224,2017-06-25,1,AUTOMOTIVE,4.0,0
2908225,2908225,2017-06-25,1,BABY CARE,0.0,0
2908226,2908226,2017-06-25,1,BEAUTY,4.0,1
2908227,2908227,2017-06-25,1,BEVERAGES,1070.0,20
2908228,2908228,2017-06-25,1,BOOKS,0.0,0
2910006,2910006,2017-06-26,1,AUTOMOTIVE,3.0,0
2910007,2910007,2017-06-26,1,BABY CARE,0.0,0
2910008,2910008,2017-06-26,1,BEAUTY,7.0,1
2910009,2910009,2017-06-26,1,BEVERAGES,2242.0,25
2910010,2910010,2017-06-26,1,BOOKS,0.0,0
2911788,2911788,2017-06-27,1,AUTOMOTIVE,4.0,0
2911789,2911789,2017-06-27,1,BABY CARE,0.0,0
2911790,2911790,2017-06-27,1,BEAUTY,3.0,1
2911791,2911791,2017-06-27,1,BEVERAGES,2101.0,25
2911792,2911792,2017-06-27,1,BOOKS,0.0,0
2913570,2913570,2017-06-28,1,AUTOMOTIVE,2.0,0
2913571,2913571,2017-06-28,1,BABY CARE,0.0,0
2913572,2913572,2017-06-28,1,BEAUTY,5.0,1
2913573,2913573,2017-06-28,1,BEVERAGES,2203.0,26
2913574,2913574,2017-06-28,1,BOOKS,0.0,0
2915352,2915352,2017-06-29,1,AUTOMOTIVE,1.0,0
2915353,2915353,2017-06-29,1,BABY CARE,0.0,0
2915354,2915354,2017-06-29,1,BEAUTY,2.0,1
2915355,2915355,2017-06-29,1,BEVERAGES,2128.0,26
2915356,2915356,2017-06-29,1,BOOKS,0.0,0
